nct_id,start_year,completion_year,phase,overall_status,primary_purpose
NCT01027754,2009.0,2011.0,Phase 4,Completed,Treatment
NCT01027806,2010.0,2014.0,Phase 4,Terminated,Treatment
NCT01027884,2009.0,2014.0,Phase 3,Completed,Treatment
NCT01028053,2009.0,2014.0,Phase 3,Completed,Diagnostic
NCT01028209,2009.0,2010.0,Phase 1,Terminated,Diagnostic
NCT01028339,2008.0,2012.0,Phase 3,Terminated,Treatment
NCT01028508,2010.0,2016.0,Phase 4,Completed,Treatment
NCT01028534,2010.0,2013.0,Not Applicable,Completed,Treatment
NCT01028586,2009.0,,Phase 3,Terminated,Treatment
NCT01028677,2009.0,2011.0,Not Applicable,Completed,Treatment
NCT01028794,2008.0,2013.0,Phase 1/Phase 2,Completed,Treatment
NCT01028820,2009.0,2011.0,Phase 4,Completed,Treatment
NCT01028911,2009.0,2010.0,Phase 1,Terminated,Treatment
NCT01029132,2007.0,2009.0,Not Applicable,Completed,Treatment
NCT01029275,2005.0,2012.0,Not Applicable,Completed,
NCT01029769,2009.0,2015.0,Not Applicable,Completed,Treatment
NCT01030692,2009.0,2014.0,Phase 1,Completed,
NCT01030939,2009.0,2010.0,Phase 1,Completed,Treatment
NCT01031199,2009.0,2009.0,Phase 1,Completed,Diagnostic
NCT01031303,2009.0,2011.0,Phase 4,Completed,Prevention
NCT01031537,2009.0,2016.0,Phase 2,Terminated,Prevention
NCT01031901,2009.0,2011.0,Phase 1,Completed,Treatment
NCT01031927,2007.0,,Phase 2,Completed,Treatment
NCT01031979,2010.0,2015.0,Phase 2,Completed,Treatment
NCT01032018,2010.0,2012.0,Phase 1/Phase 2,Completed,Other
NCT01032083,2011.0,2015.0,Phase 4,Completed,Treatment
NCT01032135,2008.0,2013.0,Phase 2/Phase 3,Completed,Treatment
NCT01032200,2010.0,2013.0,Phase 2,Completed,Supportive Care
NCT01032434,2009.0,2012.0,Not Applicable,Completed,Treatment
NCT01032993,2009.0,2016.0,Phase 2/Phase 3,Completed,Treatment
NCT01033149,2009.0,2012.0,Phase 3,Terminated,Treatment
NCT01033565,2010.0,2010.0,Phase 4,Terminated,Treatment
NCT01034020,2006.0,2009.0,Phase 1,Completed,Treatment
NCT01035138,2009.0,2011.0,Phase 3,Completed,Treatment
NCT01035164,2007.0,2010.0,Phase 1,Completed,Diagnostic
NCT01035281,2008.0,2011.0,Phase 3,Unknown status,Treatment
NCT01035671,2009.0,2011.0,Phase 2,Completed,Treatment
NCT01035983,2003.0,2005.0,Phase 3,Completed,Treatment
NCT01036061,2009.0,2010.0,Phase 1,Completed,Other
NCT01036139,2009.0,2012.0,Phase 3,Completed,Treatment
NCT01036165,2010.0,2010.0,Phase 3,Completed,Supportive Care
NCT01036841,2009.0,2010.0,Phase 4,Completed,Treatment
NCT01037088,2009.0,2012.0,Phase 1/Phase 2,Completed,Treatment
NCT01037218,2009.0,2010.0,Phase 3,Completed,Treatment
NCT01037244,2009.0,2010.0,Phase 3,Completed,Treatment
NCT01037309,2009.0,2013.0,Phase 1/Phase 2,Completed,Treatment
NCT01037608,2007.0,2011.0,Phase 1,Completed,Other
NCT01037907,2009.0,2011.0,Phase 2,Terminated,Treatment
NCT01038128,2009.0,2011.0,Not Applicable,Completed,Treatment
NCT01038323,2009.0,2012.0,Phase 4,Completed,Treatment
NCT01038570,2009.0,2009.0,Phase 2,Completed,Treatment
NCT01039194,2010.0,2010.0,Phase 1,Completed,
NCT01039454,2008.0,2010.0,Phase 1,Completed,Treatment
NCT01039740,2003.0,2018.0,Not Applicable,Unknown status,Treatment
NCT01039766,2010.0,2011.0,Not Applicable,Unknown status,Prevention
NCT01039909,2011.0,2011.0,Phase 1,Withdrawn,Basic Science
NCT01040208,2010.0,2011.0,Phase 3,Terminated,Treatment
NCT01040429,2010.0,2012.0,Phase 2,Completed,Treatment
NCT01041092,2004.0,2009.0,Phase 4,Completed,Treatment
NCT01041157,2008.0,2011.0,Phase 1,Unknown status,Treatment
NCT01041274,2010.0,2018.0,Phase 4,Completed,Treatment
NCT01041495,2009.0,2013.0,Phase 4,Terminated,Treatment
NCT01041573,2010.0,2011.0,Phase 3,Completed,Prevention
NCT01041755,2009.0,2011.0,Phase 4,Completed,Treatment
NCT01041924,2010.0,2010.0,Phase 2,Unknown status,Treatment
NCT01042314,2010.0,2010.0,Phase 1,Completed,
NCT01042496,2009.0,2014.0,Phase 3,Completed,Treatment
NCT01042574,2010.0,2010.0,Phase 4,Withdrawn,Treatment
NCT01042964,2006.0,2007.0,Phase 1,Completed,Treatment
NCT01043198,2010.0,2011.0,Not Applicable,Completed,Diagnostic
NCT01043367,2010.0,2011.0,Phase 3,Completed,Treatment
NCT01043458,2009.0,,Phase 1,Completed,Treatment
NCT01043640,2009.0,2017.0,Phase 2,Completed,Treatment
NCT01044693,2010.0,2014.0,Not Applicable,Completed,
NCT01044966,2009.0,2014.0,Phase 1/Phase 2,Terminated,Treatment
NCT01044992,2002.0,2006.0,Not Applicable,Completed,Basic Science
NCT01045122,2006.0,2008.0,Not Applicable,Completed,
NCT01045720,2010.0,2010.0,Phase 2,Unknown status,Treatment
NCT01046214,2010.0,,Phase 1,Terminated,
NCT01046539,2010.0,2010.0,Phase 1,Completed,Treatment
NCT01046630,2009.0,2011.0,Phase 1,Completed,Basic Science
NCT01046786,2010.0,2013.0,Phase 1/Phase 2,Completed,Treatment
NCT01047215,2009.0,2010.0,Phase 4,Unknown status,Treatment
NCT01047488,2010.0,2013.0,Phase 4,Unknown status,Treatment
NCT01047527,2009.0,2014.0,Phase 4,Completed,Treatment
NCT01047579,2010.0,2012.0,Phase 4,Completed,Other
NCT01047592,2009.0,2013.0,Phase 2,Completed,Treatment
NCT01047839,2010.0,2013.0,Phase 3,Completed,Prevention
NCT01048138,2018.0,2022.0,Phase 3,Terminated,Treatment
NCT01048190,2008.0,2009.0,Phase 1,Completed,Prevention
NCT01048242,2006.0,2009.0,Phase 3,Completed,Treatment
NCT01048255,2010.0,2010.0,Phase 2,Completed,Treatment
NCT01048411,2006.0,2009.0,Not Applicable,Completed,Treatment
NCT01048684,2010.0,2011.0,Not Applicable,Completed,Treatment
NCT01048944,2005.0,2013.0,Phase 4,Completed,Basic Science
NCT01048957,2007.0,2013.0,Not Applicable,Completed,Other
NCT01049035,2009.0,2012.0,Phase 2,Completed,Prevention
NCT01049347,1997.0,2000.0,Phase 3,Completed,Treatment
NCT01049399,2009.0,2011.0,Not Applicable,Completed,Treatment
NCT01049451,2009.0,2013.0,Phase 1,Completed,Treatment
NCT01049984,2009.0,2012.0,Phase 4,Completed,Treatment
NCT01050244,2011.0,2015.0,Phase 2,Terminated,Treatment
NCT01050478,2010.0,2011.0,Phase 4,Completed,Treatment
NCT01050569,2008.0,2012.0,Phase 2,Completed,Treatment
NCT01050582,2009.0,2011.0,Phase 4,Completed,Treatment
NCT01051271,2009.0,2009.0,Not Applicable,Completed,Prevention
NCT01051349,2010.0,2016.0,Phase 2,Completed,Treatment
NCT01051440,2010.0,2011.0,Phase 4,Terminated,Treatment
NCT01051531,2010.0,2013.0,Phase 3,Completed,Treatment
NCT01051882,2011.0,2013.0,Phase 1/Phase 2,Completed,Treatment
NCT01052103,2010.0,2012.0,Phase 2,Completed,Treatment
NCT01052337,2009.0,,Phase 4,Unknown status,Treatment
NCT01052363,2010.0,,Phase 1,Withdrawn,Treatment
NCT01052389,2007.0,2013.0,Phase 4,Completed,Treatment
NCT01052623,2010.0,2012.0,Phase 4,Unknown status,Diagnostic
NCT01052831,2009.0,2012.0,Phase 4,Completed,Treatment
NCT01053156,2010.0,2011.0,Not Applicable,Completed,Treatment
NCT01053507,2010.0,2012.0,Phase 4,Terminated,Prevention
NCT01054404,2010.0,2012.0,Not Applicable,Terminated,Treatment
NCT01054430,2010.0,2010.0,Phase 1,Completed,Treatment
NCT01054599,2009.0,2014.0,Not Applicable,Completed,Treatment
NCT01054859,2010.0,2010.0,Phase 1,Completed,Treatment
NCT01054976,2006.0,2009.0,Phase 4,Completed,Treatment
NCT01055171,2010.0,2012.0,Phase 2,Completed,Treatment
NCT01055379,2010.0,2012.0,Phase 4,Completed,Treatment
NCT01055392,2007.0,,Phase 2,Unknown status,Prevention
NCT01056705,2009.0,2010.0,Phase 2,Completed,Prevention
NCT01056965,2010.0,2012.0,Phase 1,Completed,Treatment
NCT01057030,2010.0,2010.0,Phase 1,Completed,
NCT01057082,2010.0,2011.0,Not Applicable,Completed,Prevention
NCT01057160,2008.0,2010.0,Phase 4,Completed,Treatment
NCT01057680,2010.0,2012.0,Phase 3,Completed,Prevention
NCT01057849,2008.0,,Not Applicable,Unknown status,Treatment
NCT01057862,2009.0,2017.0,Phase 2,Completed,Treatment
NCT01057901,2010.0,2011.0,Phase 3,Terminated,Treatment
NCT01058005,2010.0,2012.0,Phase 3,Terminated,
NCT01058096,2010.0,2011.0,Phase 3,Completed,Treatment
NCT01058291,2010.0,2010.0,Phase 3,Completed,Treatment
NCT01058395,2010.0,2016.0,Phase 1/Phase 2,Completed,Treatment
NCT01058642,2010.0,2010.0,Phase 2,Terminated,Treatment
NCT01058668,2010.0,2011.0,Phase 3,Completed,Treatment
NCT01058850,2011.0,2013.0,Phase 1,Terminated,Treatment
NCT01058941,2010.0,2014.0,Phase 1/Phase 2,Completed,Treatment
NCT01059396,2010.0,2015.0,Phase 4,Completed,Prevention
NCT01059890,2009.0,,Phase 1,Completed,
NCT01060111,2006.0,2008.0,Phase 4,Completed,Treatment
NCT01060228,2009.0,2009.0,Phase 1,Completed,
NCT01060878,2010.0,2012.0,Phase 2,Completed,Treatment
NCT01061190,2010.0,2013.0,Phase 2/Phase 3,Completed,Prevention
NCT01061372,2010.0,2011.0,Phase 3,Withdrawn,Treatment
NCT01061528,2009.0,2013.0,Not Applicable,Completed,Treatment
NCT01061866,2006.0,2008.0,Phase 1/Phase 2,Completed,Treatment
NCT01062451,2009.0,2013.0,Phase 1,Completed,Other
NCT01062529,2009.0,2010.0,Not Applicable,Completed,Basic Science
NCT01062698,2010.0,2016.0,Not Applicable,Terminated,Treatment
NCT01062711,2008.0,2011.0,Not Applicable,Completed,Prevention
NCT01062932,2009.0,2010.0,Phase 1,Completed,
NCT01062945,2010.0,2011.0,Phase 1,Completed,
NCT01063205,2010.0,2011.0,Phase 1,Completed,
NCT01063348,2012.0,2015.0,Phase 2,Completed,Treatment
NCT01063621,2010.0,2012.0,Phase 3,Completed,Treatment
NCT01063764,2010.0,2013.0,Phase 3,Completed,Treatment
NCT01063855,2010.0,2011.0,Phase 3,Completed,Treatment
NCT01064401,2010.0,2014.0,Phase 3,Completed,Treatment
NCT01064505,2010.0,2013.0,Phase 1,Completed,
NCT01064973,2010.0,2012.0,Phase 2,Terminated,Treatment
NCT01065012,2010.0,2011.0,Phase 3,Completed,Treatment
NCT01065558,2010.0,2011.0,Phase 1,Completed,Treatment
NCT01065727,2010.0,2019.0,Not Applicable,Unknown status,Health Services Research
NCT01066156,2010.0,2015.0,Not Applicable,Completed,Treatment
NCT01066299,2010.0,2012.0,Not Applicable,Unknown status,Basic Science
NCT01066403,2003.0,2008.0,Not Applicable,Completed,Basic Science
NCT01066442,2010.0,2012.0,Phase 3,Completed,Treatment
NCT01066481,2010.0,2012.0,Phase 2,Withdrawn,Treatment
NCT01066546,2010.0,2010.0,Phase 3,Terminated,Treatment
NCT01066572,2010.0,2011.0,Phase 1,Completed,Treatment
NCT01066897,2010.0,2013.0,Phase 4,Terminated,Treatment
NCT01067222,2009.0,2010.0,Phase 3,Completed,Treatment
NCT01067235,2009.0,2010.0,Phase 3,Completed,Treatment
NCT01067391,2009.0,2015.0,Phase 4,Completed,Treatment
NCT01067521,2010.0,2017.0,Phase 3,Completed,Treatment
NCT01067599,2012.0,2016.0,Not Applicable,Completed,Treatment
NCT01067846,2010.0,2012.0,Not Applicable,Completed,Treatment
NCT01068353,2011.0,,Phase 2,Completed,Treatment
NCT01068847,2010.0,2012.0,Phase 1,Completed,Basic Science
NCT01069159,2010.0,2011.0,Not Applicable,Unknown status,Treatment
NCT01069536,2007.0,2008.0,Not Applicable,Completed,Prevention
NCT01070316,2010.0,2016.0,Phase 1/Phase 2,Completed,Treatment
NCT01070628,2009.0,2010.0,Phase 1,Completed,Treatment
NCT01070732,2010.0,2010.0,Phase 4,Completed,Supportive Care
NCT01071044,2009.0,2011.0,Phase 4,Completed,Treatment
NCT01071083,2010.0,2011.0,Phase 2,Completed,Treatment
NCT01071135,2009.0,2010.0,Phase 3,Terminated,Treatment
NCT01071317,2010.0,2012.0,Phase 4,Completed,Prevention
NCT01071395,2010.0,2013.0,Phase 4,Completed,Other
NCT01071512,2010.0,2016.0,Not Applicable,Completed,Treatment
NCT01071538,2010.0,2012.0,Phase 2,Completed,Treatment
NCT01071616,2010.0,2013.0,Phase 1,Completed,Diagnostic
NCT01071876,2011.0,2014.0,Phase 3,Completed,Treatment
NCT01072370,2010.0,2019.0,Phase 1/Phase 2,Withdrawn,Treatment
NCT01072630,2010.0,2012.0,Phase 3,Completed,Treatment
NCT01072812,2010.0,2010.0,Phase 1,Terminated,Treatment
NCT01072929,2010.0,2012.0,Phase 3,Completed,Treatment
NCT01072968,2011.0,2014.0,Phase 3,Completed,Treatment
NCT01073007,2009.0,2014.0,Phase 4,Completed,Treatment
NCT01073228,2010.0,2012.0,Phase 2,Completed,Treatment
NCT01073319,2009.0,2010.0,Phase 1,Completed,
NCT01073787,2010.0,2012.0,Phase 1/Phase 2,Completed,Treatment
NCT01073800,2009.0,2011.0,Phase 2/Phase 3,Completed,Prevention
NCT01073813,2010.0,2013.0,Phase 2,Terminated,Treatment
NCT01073995,2010.0,2015.0,Phase 3,Completed,Treatment
NCT01074073,2008.0,2008.0,Phase 1,Completed,
NCT01074359,2010.0,2010.0,Phase 2,Terminated,Treatment
NCT01074619,2005.0,2011.0,Phase 3,Completed,Treatment
NCT01074944,2010.0,2015.0,Phase 3,Completed,Treatment
NCT01075126,2006.0,2006.0,Phase 4,Withdrawn,Treatment
NCT01075152,2010.0,2013.0,Phase 4,Completed,Treatment
NCT01075763,2004.0,2008.0,Phase 2,Completed,Treatment
NCT01076478,2004.0,2009.0,Phase 4,Completed,Treatment
NCT01077206,2010.0,2013.0,Phase 2/Phase 3,Completed,Prevention
NCT01077375,2010.0,2011.0,Phase 4,Completed,Treatment
NCT01078168,2010.0,2013.0,Phase 2,Completed,Treatment
NCT01078298,2010.0,2012.0,Phase 4,Completed,Treatment
NCT01078753,2010.0,2010.0,Phase 3,Completed,Treatment
NCT01078870,2010.0,2011.0,Phase 4,Unknown status,Diagnostic
NCT01079169,2010.0,2012.0,Not Applicable,Terminated,Prevention
NCT01079351,2007.0,2009.0,Phase 1,Completed,Treatment
NCT01079819,2010.0,2010.0,Phase 1,Completed,Basic Science
NCT01080677,2007.0,2009.0,Phase 2,Completed,Treatment
NCT01081418,2005.0,2009.0,Phase 4,Completed,Treatment
NCT01081769,2010.0,2013.0,Phase 3,Completed,Treatment
NCT01081782,2010.0,2011.0,Phase 2,Completed,Treatment
NCT01081795,2007.0,2009.0,Phase 2,Completed,Treatment
NCT01082250,2008.0,2008.0,Phase 1,Completed,
NCT01082289,2008.0,2008.0,Phase 1,Completed,
NCT01082328,2010.0,2012.0,Phase 4,Completed,Treatment
NCT01082588,2010.0,2012.0,Phase 4,Completed,Treatment
NCT01082653,2010.0,2014.0,Phase 1,Suspended,Diagnostic
NCT01082848,2010.0,2013.0,Phase 3,Unknown status,Treatment
NCT01082926,2010.0,2013.0,Phase 1,Completed,Treatment
NCT01082965,2010.0,2012.0,Not Applicable,Terminated,Basic Science
NCT01083381,2010.0,2011.0,Phase 2,Unknown status,Treatment
NCT01083901,2006.0,2011.0,Not Applicable,Completed,
NCT01083966,2011.0,2025.0,Phase 1,Suspended,Treatment
NCT01084135,2009.0,2014.0,Phase 1/Phase 2,Completed,Treatment
NCT01084187,2010.0,2011.0,Phase 4,Completed,Treatment
NCT01084603,2009.0,2009.0,Not Applicable,Completed,Treatment
NCT01084707,2009.0,2009.0,Not Applicable,Completed,Treatment
NCT01085123,2010.0,2010.0,Phase 1,Completed,Basic Science
NCT01085266,2010.0,,Phase 3,Terminated,Treatment
NCT01085318,2010.0,2012.0,Phase 4,Completed,Other
NCT01085383,2010.0,2014.0,Phase 4,Completed,Treatment
NCT01085812,2010.0,2011.0,Phase 3,Completed,Treatment
NCT01086345,2010.0,2014.0,Early Phase 1,Terminated,Treatment
NCT01086423,2010.0,2010.0,Phase 3,Completed,Prevention
NCT01086748,2010.0,2012.0,Phase 2,Completed,Treatment
NCT01086969,2010.0,2011.0,Phase 3,Completed,Prevention
NCT01086982,2010.0,2010.0,Phase 1,Suspended,Treatment
NCT01087593,2001.0,2007.0,Not Applicable,Terminated,Basic Science
NCT01087736,2010.0,2013.0,Phase 4,Completed,Treatment
NCT01088230,2009.0,2010.0,Phase 1/Phase 2,Completed,Treatment
NCT01088256,2011.0,2012.0,Phase 2,Terminated,Treatment
NCT01089010,2010.0,2010.0,Phase 2,Completed,Treatment
NCT01089387,2010.0,2015.0,Phase 1/Phase 2,Completed,Treatment
NCT01089621,2010.0,2010.0,Phase 4,Withdrawn,Treatment
NCT01089647,2010.0,2014.0,Phase 3,Completed,Treatment
NCT01089855,2009.0,,Phase 4,Completed,Treatment
NCT01090180,2010.0,2013.0,Not Applicable,Completed,Treatment
NCT01090440,2009.0,2009.0,Phase 1,Completed,Treatment
NCT01090453,2010.0,2011.0,Phase 2,Completed,Prevention
NCT01090518,2010.0,,Not Applicable,Unknown status,Treatment
NCT01090713,2010.0,2012.0,Phase 3,Completed,Treatment
NCT01091142,2010.0,,Phase 1,Completed,Treatment
NCT01091506,2010.0,2014.0,Not Applicable,Completed,Supportive Care
NCT01091662,2010.0,2012.0,Phase 3,Completed,Treatment
NCT01091701,2011.0,2013.0,Phase 1/Phase 2,Withdrawn,Treatment
NCT01091870,2010.0,,Phase 2,Withdrawn,Prevention
NCT01092065,2010.0,2011.0,Phase 2,Completed,Treatment
NCT01092221,2010.0,2011.0,Phase 3,Completed,Treatment
NCT01092507,2010.0,2011.0,Phase 3,Completed,Prevention
NCT01092780,2010.0,2011.0,Phase 1,Completed,Treatment
NCT01093261,2010.0,2012.0,Phase 3,Completed,Treatment
NCT01093326,2010.0,2023.0,Phase 2,Completed,Treatment
NCT01093365,2010.0,2016.0,Phase 2,Completed,Treatment
NCT01093664,2009.0,2010.0,Phase 1,Completed,Treatment
NCT01093768,2010.0,2013.0,Phase 1,Completed,Diagnostic
NCT01093937,2009.0,2011.0,Not Applicable,Completed,Treatment
NCT01093963,2010.0,2014.0,Phase 3,Terminated,Treatment
NCT01093976,2010.0,2011.0,Phase 2,Completed,Treatment
NCT01094171,2010.0,2012.0,Phase 4,Completed,Prevention
NCT01094249,2009.0,2009.0,Phase 1,Completed,
NCT01094340,2010.0,2013.0,Phase 2/Phase 3,Unknown status,Treatment
NCT01095094,2009.0,2011.0,Phase 2,Terminated,Treatment
NCT01095588,2010.0,2010.0,Phase 1,Completed,Treatment
NCT01096082,2011.0,2013.0,Phase 2/Phase 3,Completed,Treatment
NCT01096095,2010.0,2011.0,Phase 2,Withdrawn,Treatment
NCT01096186,2010.0,2011.0,Phase 3,Completed,Treatment
NCT01096329,2010.0,,Phase 1,Terminated,Prevention
NCT01096550,2010.0,2011.0,Not Applicable,Completed,Treatment
NCT01096680,2010.0,2010.0,Phase 2,Completed,Other
NCT01096797,2009.0,2010.0,Phase 4,Completed,Diagnostic
NCT01097096,2010.0,2012.0,Phase 2,Completed,Treatment
NCT01097382,2010.0,2011.0,Phase 4,Completed,Treatment
NCT01097668,2010.0,2013.0,Phase 1,Completed,Treatment
NCT01097798,2010.0,2010.0,Phase 3,Unknown status,Treatment
NCT01097811,2008.0,2010.0,Not Applicable,Unknown status,Treatment
NCT01098110,2010.0,2014.0,Phase 3,Completed,Treatment
NCT01098305,2011.0,2013.0,Phase 2,Completed,Treatment
NCT01098318,2010.0,2013.0,Phase 3,Completed,Treatment
NCT01098435,2010.0,2011.0,Phase 2,Completed,Treatment
NCT01099332,2009.0,2011.0,Phase 1/Phase 2,Unknown status,Treatment
NCT01099501,2010.0,2014.0,Phase 4,Unknown status,Treatment
NCT01099761,2010.0,2011.0,Phase 2,Terminated,Treatment
NCT01100021,2010.0,2010.0,Phase 1,Completed,Treatment
NCT01100255,2010.0,2015.0,Phase 2,Completed,
NCT01100385,2010.0,2012.0,Not Applicable,Completed,
NCT01100554,2009.0,,Not Applicable,Unknown status,Diagnostic
NCT01100658,2010.0,2010.0,Not Applicable,Terminated,Treatment
NCT01100775,2010.0,2014.0,Phase 2,Completed,Prevention
NCT01101464,2002.0,2002.0,Phase 2,Completed,Basic Science
NCT01101659,2010.0,2010.0,Phase 1,Completed,Basic Science
NCT01101815,2010.0,2016.0,Phase 2,Completed,Treatment
NCT01102101,2010.0,2011.0,Phase 3,Unknown status,Basic Science
NCT01102270,2009.0,2010.0,Early Phase 1,Completed,Basic Science
NCT01102686,2009.0,2010.0,Phase 1/Phase 2,Completed,Treatment
NCT01102803,2010.0,2011.0,Phase 3,Completed,Treatment
NCT01103011,2010.0,2010.0,Phase 1,Completed,Treatment
NCT01103180,2010.0,2014.0,Phase 2,Terminated,Treatment
NCT01103362,2010.0,2011.0,Phase 3,Terminated,Treatment
NCT01103583,2011.0,,Phase 2/Phase 3,Terminated,Treatment
NCT01104194,2008.0,2010.0,Not Applicable,Completed,Treatment
NCT01104337,2007.0,2010.0,Phase 4,Completed,Screening
NCT01104649,2010.0,2014.0,Phase 2/Phase 3,Completed,Treatment
NCT01104766,2010.0,2011.0,Phase 3,Completed,Treatment
NCT01104779,2010.0,2011.0,Phase 3,Completed,Treatment
NCT01104792,2010.0,2013.0,Phase 3,Completed,Treatment
NCT01106053,2010.0,,Phase 3,Withdrawn,Treatment
NCT01106716,2009.0,2010.0,Phase 2,Completed,Treatment
NCT01107353,2008.0,2008.0,Not Applicable,Completed,Treatment
NCT01107574,2004.0,2010.0,Phase 3,Completed,Treatment
NCT01108029,2009.0,2010.0,Phase 4,Completed,Treatment
NCT01108133,2010.0,2013.0,Not Applicable,Completed,Basic Science
NCT01108146,2008.0,2012.0,Not Applicable,Completed,Basic Science
NCT01108393,2010.0,2013.0,Phase 2,Completed,Treatment
NCT01108549,2009.0,2009.0,Not Applicable,Completed,Treatment
NCT01108601,2008.0,,Phase 1/Phase 2,Unknown status,Prevention
NCT01108731,2010.0,2014.0,Phase 2/Phase 3,Completed,Treatment
NCT01108744,2012.0,2014.0,Not Applicable,Withdrawn,Treatment
NCT01109628,2009.0,2011.0,Not Applicable,Completed,Treatment
NCT01110057,2010.0,2010.0,Phase 2,Completed,Treatment
NCT01110187,2010.0,2012.0,Not Applicable,Terminated,Prevention
NCT01110317,2005.0,2006.0,Phase 1,Completed,Treatment
NCT01110369,2009.0,2011.0,Not Applicable,Completed,Treatment
NCT01110434,2009.0,2012.0,Phase 2,Completed,Treatment
NCT01110447,2010.0,2013.0,Phase 2/Phase 3,Completed,Prevention
NCT01110590,2010.0,2010.0,Phase 1,Completed,
NCT01110616,2010.0,2010.0,Phase 1,Completed,Treatment
NCT01110720,2010.0,2012.0,Phase 2/Phase 3,Completed,Treatment
NCT01111097,2010.0,2014.0,Phase 1,Completed,Treatment
NCT01111149,2009.0,2012.0,Phase 2,Completed,Treatment
NCT01111682,2010.0,2010.0,Phase 3,Terminated,Treatment
NCT01111734,2011.0,2015.0,Phase 1,Completed,Treatment
NCT01112683,2008.0,2011.0,Phase 4,Completed,Treatment
NCT01112748,2010.0,2011.0,Phase 4,Completed,Treatment
NCT01112813,2010.0,2017.0,Phase 3,Completed,Treatment
NCT01113320,2010.0,2012.0,Phase 2,Completed,Supportive Care
NCT01113424,2008.0,2008.0,Not Applicable,Completed,Treatment
NCT01113541,2010.0,2011.0,Phase 3,Terminated,Treatment
NCT01113567,2010.0,2021.0,Not Applicable,Terminated,Treatment
NCT01114100,2000.0,2002.0,Phase 4,Completed,Treatment
NCT01114698,2011.0,2012.0,Phase 2,Terminated,Treatment
NCT01114737,2010.0,2013.0,Phase 3,Completed,Treatment
NCT01114854,2010.0,2011.0,Phase 1,Completed,Treatment
NCT01115530,2011.0,2012.0,Not Applicable,Withdrawn,Treatment
NCT01115686,2010.0,2012.0,Phase 3,Withdrawn,Treatment
NCT01115699,2010.0,2012.0,Not Applicable,Terminated,Treatment
NCT01116401,2009.0,2012.0,Phase 4,Completed,Basic Science
NCT01116427,2010.0,2015.0,Phase 2,Completed,Treatment
NCT01116531,2010.0,2012.0,Phase 4,Withdrawn,Treatment
NCT01116700,2010.0,2012.0,Phase 1,Completed,
NCT01116830,2010.0,2014.0,Phase 1,Completed,Treatment
