nct_id,start_year,agency_class,lead_or_collaborator,sponsor_name,phase
NCT00654914,2003.0,INDUSTRY,lead,Bayer,Phase 3
NCT00654927,2003.0,INDUSTRY,lead,Acorda Therapeutics,Phase 3
NCT00654953,2006.0,OTHER,lead,University of Arkansas,Phase 2
NCT00654953,2006.0,NIH,collaborator,National Institute on Drug Abuse (NIDA),Phase 2
NCT00655057,2005.0,OTHER,lead,University of Pennsylvania,Phase 2/Phase 3
NCT00655057,2005.0,NIH,collaborator,National Institute of Mental Health (NIMH),Phase 2/Phase 3
NCT00655226,2008.0,OTHER,lead,Icahn School of Medicine at Mount Sinai,Not Applicable
NCT00655226,2008.0,NIH,collaborator,National Institute on Drug Abuse (NIDA),Not Applicable
NCT00655278,2007.0,INDUSTRY,lead,Taro Pharmaceuticals USA,Phase 2
NCT00655486,2008.0,INDUSTRY,lead,"UCB BIOSCIENCES, Inc.",Phase 3
NCT00655551,2008.0,INDUSTRY,lead,"UCB BIOSCIENCES, Inc.",Phase 3
NCT00655590,2005.0,INDUSTRY,lead,Bayer,Phase 4
NCT00655629,2008.0,INDUSTRY,lead,Bayer,Phase 3
NCT00655629,2008.0,INDUSTRY,collaborator,GlaxoSmithKline,Phase 3
NCT00655629,2008.0,INDUSTRY,collaborator,Schering-Plough,Phase 3
NCT00655681,2007.0,OTHER,lead,University of New Mexico,Not Applicable
NCT00655681,2007.0,OTHER,collaborator,Thrasher Research Fund,Not Applicable
NCT00656110,2008.0,OTHER,lead,Lowcountry Infectious Diseases,Not Applicable
NCT00656188,2002.0,INDUSTRY,lead,Bayer,Phase 2/Phase 3
NCT00656188,2002.0,INDUSTRY,collaborator,GlaxoSmithKline,Phase 2/Phase 3
NCT00656253,2008.0,OTHER,lead,Fudan University,Phase 2/Phase 3
NCT00656253,2008.0,OTHER_GOV,collaborator,State Administration of Traditional Chinese Medicine of the People's Republic of China,Phase 2/Phase 3
NCT00656357,2008.0,INDUSTRY,lead,Biotie Therapies Inc.,Phase 1/Phase 2
NCT00656357,2008.0,NIH,collaborator,National Institute on Drug Abuse (NIDA),Phase 1/Phase 2
NCT00656487,2008.0,OTHER,lead,The Scripps Research Institute,Phase 2
NCT00656487,2008.0,NIH,collaborator,National Institute on Drug Abuse (NIDA),Phase 2
NCT00656552,2008.0,OTHER,lead,Cairo University,Early Phase 1
NCT00657033,2003.0,INDUSTRY,lead,Bayer,Phase 3
NCT00657033,2003.0,INDUSTRY,collaborator,GlaxoSmithKline,Phase 3
NCT00657202,2008.0,OTHER,lead,Massachusetts General Hospital,Early Phase 1
NCT00657397,2009.0,OTHER_GOV,lead,French National Agency for Research on AIDS and Viral Hepatitis,Phase 3
NCT00657501,2008.0,INDUSTRY,lead,BioSante Pharmaceuticals,Phase 3
NCT00657644,2003.0,INDUSTRY,lead,Bayer,Phase 3
NCT00657644,2003.0,INDUSTRY,collaborator,Amgen,Phase 3
NCT00657748,2009.0,OTHER,lead,Assistance Publique - Hôpitaux de Paris,Phase 2
NCT00657748,2009.0,OTHER,collaborator,European Leukodystrophy Association,Phase 2
NCT00657813,2008.0,OTHER,lead,Institute for Neurodegenerative Disorders,Phase 1
NCT00657813,2008.0,OTHER,collaborator,Molecular NeuroImaging,Phase 1
NCT00658177,2003.0,INDUSTRY,lead,Bayer,Phase 3
NCT00658177,2003.0,INDUSTRY,collaborator,GlaxoSmithKline,Phase 3
NCT00658476,2006.0,OTHER,lead,Cedars-Sinai Medical Center,Phase 3
NCT00658476,2006.0,OTHER,collaborator,National Alliance for Research on Schizophrenia and Depression,Phase 3
NCT00658645,2008.0,INDUSTRY,lead,H. Lundbeck A/S,Phase 3
NCT00658931,2008.0,OTHER,lead,"Jefferson Clinic, P.C.",Phase 4
NCT00658931,2008.0,INDUSTRY,collaborator,Eli Lilly and Company,Phase 4
NCT00659230,2009.0,OTHER,lead,Tuscaloosa Research & Education Advancement Corporation,Phase 2
NCT00659230,2009.0,INDUSTRY,collaborator,Acorda Therapeutics,Phase 2
NCT00659230,2009.0,FED,collaborator,Ralph H. Johnson VA Medical Center,Phase 2
NCT00659230,2009.0,OTHER,collaborator,Baylor College of Medicine,Phase 2
NCT00659230,2009.0,FED,collaborator,San Diego Veterans Healthcare System,Phase 2
NCT00659230,2009.0,FED,collaborator,James J. Peters Veterans Affairs Medical Center,Phase 2
NCT00659334,2000.0,OTHER,lead,OHSU Knight Cancer Institute,Phase 2
NCT00659334,2000.0,NIH,collaborator,National Institutes of Health (NIH),Phase 2
NCT00659334,2000.0,NIH,collaborator,National Institute of Neurological Disorders and Stroke (NINDS),Phase 2
NCT00659373,2007.0,NETWORK,lead,ETOP IBCSG Partners Foundation,Phase 3
NCT00659373,2007.0,NIH,collaborator,National Cancer Institute (NCI),Phase 3
NCT00659373,2007.0,OTHER,collaborator,"Breast Cancer Trials, Australia and New Zealand",Phase 3
NCT00659373,2007.0,NETWORK,collaborator,Cancer and Leukemia Group B,Phase 3
NCT00659776,2004.0,OTHER,lead,Oregon Health and Science University,Phase 2
NCT00659776,2004.0,NIH,collaborator,National Institute of Neurological Disorders and Stroke (NINDS),Phase 2
NCT00659854,2008.0,OTHER,lead,Soroka University Medical Center,Not Applicable
NCT00659919,2000.0,OTHER_GOV,lead,BeerYaakov Mental Health Center,Phase 4
NCT00659958,2008.0,INDUSTRY,lead,Eisai Inc.,Phase 4
NCT00659958,2008.0,INDUSTRY,collaborator,Eisai Farmacêutica S.A.,Phase 4
NCT00660595,2008.0,INDUSTRY,lead,AstraZeneca,Phase 3
NCT00660998,2003.0,INDUSTRY,lead,Bayer,Phase 4
NCT00661063,2008.0,OTHER,lead,Irmandade da Santa Casa de Misericordia de Sao Paulo,Phase 3
NCT00661115,2003.0,INDUSTRY,lead,Bayer,Phase 3
NCT00661219,2002.0,INDUSTRY,lead,Bayer,Phase 3
NCT00661297,2003.0,INDUSTRY,lead,Bayer,Phase 3
NCT00661297,2003.0,INDUSTRY,collaborator,GlaxoSmithKline,Phase 3
NCT00661596,2003.0,INDUSTRY,lead,Bayer,Phase 3
NCT00661674,2008.0,OTHER,lead,Stanford University,Not Applicable
NCT00661700,2003.0,INDUSTRY,lead,Bayer,Phase 3
NCT00662441,2003.0,INDUSTRY,lead,Bayer,Phase 4
NCT00662441,2003.0,INDUSTRY,collaborator,GlaxoSmithKline,Phase 4
NCT00662649,2008.0,INDUSTRY,lead,Novartis,Phase 3
NCT00662818,2008.0,INDUSTRY,lead,Merck Sharp & Dohme LLC,Phase 3
NCT00662870,2001.0,INDUSTRY,lead,Sanofi,Phase 3
NCT00663026,2008.0,INDUSTRY,lead,Pfizer,Phase 2
NCT00663039,2009.0,OTHER,lead,"University of Maryland, Baltimore",Phase 2
NCT00663039,2009.0,NIH,collaborator,National Institute of Mental Health (NIMH),Phase 2
NCT00663130,2004.0,INDUSTRY,lead,Bayer,Phase 4
NCT00663130,2004.0,INDUSTRY,collaborator,GlaxoSmithKline,Phase 4
NCT00663338,2010.0,OTHER,lead,"University College, London",Phase 2
NCT00663338,2010.0,OTHER_GOV,collaborator,Medical Research Council,Phase 2
NCT00663416,2008.0,INDUSTRY,lead,Stem Cell Therapeutics Corp.,Phase 2
NCT00663598,2003.0,INDUSTRY,lead,Bayer,Phase 4
NCT00663728,2004.0,INDUSTRY,lead,Bayer,Phase 4
NCT00663728,2004.0,INDUSTRY,collaborator,GlaxoSmithKline,Phase 4
NCT00663845,2006.0,INDUSTRY,lead,Bayer,Phase 4
NCT00663845,2006.0,INDUSTRY,collaborator,GlaxoSmithKline,Phase 4
NCT00663871,2008.0,OTHER,lead,University of Pittsburgh,Not Applicable
NCT00663871,2008.0,NIH,collaborator,"National Heart, Lung, and Blood Institute (NHLBI)",Not Applicable
NCT00663871,2008.0,NIH,collaborator,National Center for Complementary and Integrative Health (NCCIH),Not Applicable
NCT00663871,2008.0,NIH,collaborator,Office of Dietary Supplements (ODS),Not Applicable
NCT00663936,2008.0,INDUSTRY,lead,"FUJIFILM Toyama Chemical Co., Ltd.",Phase 2
NCT00664157,2007.0,OTHER,lead,"University Hospital, Clermont-Ferrand",Not Applicable
NCT00664209,2008.0,OTHER,lead,"University of California, Los Angeles",Phase 3
NCT00664209,2008.0,OTHER,collaborator,Michael J. Fox Foundation for Parkinson's Research,Phase 3
NCT00664365,2008.0,INDUSTRY,lead,GlaxoSmithKline,Phase 1
NCT00664755,2007.0,OTHER,lead,Medical University of South Carolina,Phase 2
NCT00664833,2004.0,INDUSTRY,lead,Bayer,Phase 4
NCT00664846,2008.0,OTHER,lead,Peking Union Medical College Hospital,Not Applicable
NCT00665054,2004.0,INDUSTRY,lead,Bayer,Phase 4
NCT00665054,2004.0,INDUSTRY,collaborator,GlaxoSmithKline,Phase 4
NCT00665223,2008.0,INDUSTRY,lead,"Teva Branded Pharmaceutical Products R&D, Inc.",Phase 3
NCT00665340,2004.0,INDUSTRY,lead,Bayer,Phase 4
NCT00665444,2008.0,OTHER,lead,University of Pittsburgh,Not Applicable
NCT00665444,2008.0,INDUSTRY,collaborator,Bristol-Myers Squibb,Not Applicable
NCT00665496,2003.0,INDUSTRY,lead,Bayer,Phase 3
NCT00665977,2007.0,INDUSTRY,lead,Clayton Sleep Insititute,Phase 3
NCT00666068,2008.0,OTHER,lead,Max-Planck-Institute of Psychiatry,Not Applicable
NCT00666224,2004.0,INDUSTRY,lead,"Teva Branded Pharmaceutical Products R&D, Inc.",Phase 3
NCT00666653,2003.0,OTHER,lead,Oregon Health and Science University,Phase 1
NCT00666653,2003.0,INDUSTRY,collaborator,Boehringer Ingelheim,Phase 1
NCT00666757,2008.0,INDUSTRY,lead,Eli Lilly and Company,Phase 4
NCT00666757,2008.0,INDUSTRY,collaborator,Boehringer Ingelheim,Phase 4
NCT00666809,2006.0,INDUSTRY,lead,Bayer,Phase 2
NCT00666978,2007.0,OTHER,lead,"Lisa Sanderson Cox, PhD",Phase 4
NCT00666978,2007.0,NIH,collaborator,National Cancer Institute (NCI),Phase 4
NCT00667602,2008.0,INDUSTRY,lead,Novartis Vaccines,Phase 3
NCT00667745,2008.0,NIH,lead,National Institute of Mental Health (NIMH),Phase 4
NCT00667810,2008.0,INDUSTRY,lead,Pfizer,Phase 3
NCT00667966,2005.0,INDUSTRY,lead,Bayer,Phase 4
NCT00667979,2004.0,INDUSTRY,lead,Bayer,Phase 4
NCT00667979,2004.0,INDUSTRY,collaborator,GlaxoSmithKline,Phase 4
NCT00668005,2003.0,INDUSTRY,lead,Bayer,Phase 3
NCT00668005,2003.0,INDUSTRY,collaborator,GlaxoSmithKline,Phase 3
NCT00668018,2003.0,INDUSTRY,lead,Bayer,Phase 3
NCT00668057,2002.0,INDUSTRY,lead,Bayer,Phase 3
NCT00668096,2004.0,INDUSTRY,lead,Bayer,Phase 4
NCT00668109,2003.0,INDUSTRY,lead,Bayer,Phase 3
NCT00668135,2003.0,INDUSTRY,lead,Bayer,Phase 4
NCT00668343,2005.0,OTHER,lead,Tehran University of Medical Sciences,Phase 3
NCT00668434,2008.0,OTHER,lead,Kaiser Permanente,Phase 2
NCT00668434,2008.0,NIH,collaborator,National Institute of Arthritis and Musculoskeletal and Skin Diseases (NIAMS),Phase 2
NCT00668564,2008.0,OTHER,lead,"Masonic Cancer Center, University of Minnesota",Phase 2
NCT00668837,2004.0,INDUSTRY,lead,"Johnson & Johnson Pharmaceutical Research & Development, L.L.C.",Phase 3
NCT00669461,2009.0,OTHER,lead,University of Arkansas,Not Applicable
NCT00669461,2009.0,INDUSTRY,collaborator,Takeda,Not Applicable
NCT00669695,2008.0,OTHER,lead,"University Hospital, Grenoble",Phase 2
NCT00669903,2008.0,INDUSTRY,lead,AstraZeneca,Phase 2
NCT00670202,2008.0,OTHER,lead,Brigham and Women's Hospital,Phase 2
NCT00670202,2008.0,OTHER,collaborator,Doris Duke Charitable Foundation,Phase 2
NCT00670449,2008.0,INDUSTRY,lead,Novartis,Phase 2
NCT00670449,2008.0,INDUSTRY,collaborator,Mitsubishi Tanabe Pharma Corporation,Phase 2
NCT00670813,2008.0,OTHER,lead,Technical University of Munich,Phase 2
NCT00670813,2008.0,INDUSTRY,collaborator,Cephalon,Phase 2
NCT00670904,2005.0,OTHER,lead,University of Montana,Not Applicable
NCT00670904,2005.0,OTHER,collaborator,Prevent Cancer Foundation,Not Applicable
NCT00671086,2003.0,INDUSTRY,lead,Takeda,Phase 3
NCT00671099,2008.0,OTHER,lead,Japan Science and Technology Agency,Phase 3
NCT00671099,2008.0,OTHER,collaborator,University of Toyama,Phase 3
NCT00671099,2008.0,OTHER,collaborator,Chiba University,Phase 3
NCT00671190,2005.0,INDUSTRY,lead,Takeda,Phase 2
NCT00671489,2008.0,OTHER,lead,Japan Science and Technology Agency,Phase 1/Phase 2
NCT00671489,2008.0,OTHER,collaborator,University of Toyama,Phase 1/Phase 2
NCT00671489,2008.0,OTHER,collaborator,Chiba University,Phase 1/Phase 2
NCT00671710,2008.0,OTHER,lead,Advocate Hospital System,Phase 1
NCT00671853,2008.0,OTHER,lead,University Hospitals Cleveland Medical Center,Phase 3
NCT00671853,2008.0,OTHER,collaborator,National Alliance for Research on Schizophrenia and Depression,Phase 3
NCT00671853,2008.0,INDUSTRY,collaborator,AstraZeneca,Phase 3
NCT00672022,2004.0,OTHER,lead,Children's National Research Institute,Phase 3
NCT00672022,2004.0,INDUSTRY,collaborator,Actelion,Phase 3
NCT00672373,2006.0,OTHER,lead,Beijing HuiLongGuan Hospital,Phase 3
NCT00672373,2006.0,OTHER,collaborator,Peking University,Phase 3
NCT00672464,2008.0,OTHER,lead,Duke University,Phase 4
NCT00672659,2008.0,INDUSTRY,lead,PharmaNeuroBoost N.V.,Phase 2
NCT00672945,2008.0,INDUSTRY,lead,"Epix Pharmaceuticals, Inc.",Phase 2
NCT00673088,2004.0,INDUSTRY,lead,Roxane Laboratories,Not Applicable
NCT00673452,2008.0,INDUSTRY,lead,Eli Lilly and Company,Phase 4
NCT00673452,2008.0,INDUSTRY,collaborator,Boehringer Ingelheim,Phase 4
NCT00674219,2005.0,OTHER,lead,"University of California, Los Angeles",Phase 3
NCT00674219,2005.0,OTHER,collaborator,Saban Family Foundation,Phase 3
NCT00674310,2004.0,INDUSTRY,lead,Roxane Laboratories,Not Applicable
NCT00674570,2009.0,FED,lead,VA Office of Research and Development,Phase 4
NCT00675025,2008.0,INDUSTRY,lead,Eisai Inc.,Phase 2
NCT00675025,2008.0,INDUSTRY,collaborator,Pfizer,Phase 2
NCT00675090,2008.0,INDUSTRY,lead,GlaxoSmithKline,Phase 1
NCT00675272,2008.0,OTHER,lead,Kuopio University Hospital,Not Applicable
NCT00675272,2008.0,OTHER,collaborator,Tampere University Hospital,Not Applicable
NCT00675532,2011.0,OTHER,lead,Yale University,Not Applicable
NCT00675623,2008.0,INDUSTRY,lead,"Medivation, Inc.",Phase 3
NCT00676143,2008.0,INDUSTRY,lead,Pfizer,Phase 3
NCT00676156,2005.0,OTHER,lead,Oregon Health and Science University,Phase 1
NCT00676156,2005.0,NIH,collaborator,National Center for Complementary and Integrative Health (NCCIH),Phase 1
NCT00676403,2008.0,INDUSTRY,lead,Pfizer's Upjohn has merged with Mylan to form Viatris Inc.,Phase 2
NCT00676676,2007.0,OTHER,lead,Massachusetts General Hospital,Not Applicable
NCT00676676,2007.0,NIH,collaborator,National Institutes of Health (NIH),Not Applicable
NCT00676715,2008.0,INDUSTRY,lead,"Genentech, Inc.",Phase 2
NCT00676715,2008.0,INDUSTRY,collaborator,Roche Pharma AG,Phase 2
NCT00677352,2008.0,INDUSTRY,lead,Pfizer's Upjohn has merged with Mylan to form Viatris Inc.,Phase 4
NCT00677898,2010.0,FED,lead,US Department of Veterans Affairs,Not Applicable
NCT00677963,2009.0,OTHER,lead,Maastricht University Medical Center,Not Applicable
NCT00678314,2004.0,OTHER,lead,Region Örebro County,Phase 4
NCT00678431,2008.0,FED,lead,US Department of Veterans Affairs,Phase 3
NCT00678431,2008.0,OTHER,collaborator,Alzheimer's Association,Phase 3
NCT00678431,2008.0,OTHER,collaborator,Icahn School of Medicine at Mount Sinai,Phase 3
NCT00678704,2004.0,INDUSTRY,lead,Bayer,Phase 3
NCT00678795,2002.0,INDUSTRY,lead,Jazz Pharmaceuticals,Phase 3
NCT00679627,2008.0,INDUSTRY,lead,"Janssen Research & Development, LLC",Phase 3
NCT00679900,2008.0,INDUSTRY,lead,Sanofi,Phase 3
NCT00680602,2006.0,OTHER,lead,University of Sao Paulo,Phase 4
NCT00680602,2006.0,OTHER_GOV,collaborator,Fundação de Amparo à Pesquisa do Estado de São Paulo,Phase 4
NCT00680823,2009.0,OTHER,lead,Robert Hickey,Not Applicable
NCT00681239,2008.0,OTHER,lead,Johns Hopkins University,Phase 3
NCT00681239,2008.0,INDUSTRY,collaborator,"Nutricia, Inc.",Phase 3
NCT00681538,2008.0,INDUSTRY,lead,Jazz Pharmaceuticals,Phase 3
NCT00681551,2003.0,INDUSTRY,lead,Bayer,Phase 3
NCT00681629,2008.0,INDUSTRY,lead,AstraZeneca,Phase 4
NCT00681772,2003.0,INDUSTRY,lead,Bayer,Phase 4
NCT00681772,2003.0,INDUSTRY,collaborator,GlaxoSmithKline,Phase 4
NCT00681863,2008.0,INDUSTRY,lead,Boehringer Ingelheim,Phase 3
NCT00682019,2003.0,INDUSTRY,lead,Bayer,Phase 3
NCT00682019,2003.0,INDUSTRY,collaborator,GlaxoSmithKline,Phase 3
NCT00682734,2008.0,OTHER,lead,Montefiore Medical Center,Phase 3
NCT00682929,2004.0,OTHER,lead,"University of California, Davis",Phase 1/Phase 2
NCT00682929,2004.0,OTHER,collaborator,National Multiple Sclerosis Society,Phase 1/Phase 2
NCT00683189,2007.0,OTHER,lead,The Cooper Health System,Not Applicable
NCT00683423,2008.0,INDUSTRY,lead,Bristol-Myers Squibb,Phase 2
NCT00683566,2008.0,OTHER,lead,Assistance Publique Hopitaux De Marseille,Not Applicable
NCT00683644,2008.0,OTHER,lead,University of Iowa,Phase 2
NCT00683644,2008.0,OTHER,collaborator,Tinnitus Research Initiative,Phase 2
NCT00684073,2007.0,INDUSTRY,lead,Indivior Inc.,Phase 4
NCT00684515,2006.0,INDUSTRY,lead,Merck Sharp & Dohme LLC,Phase 2
NCT00684710,2008.0,INDUSTRY,lead,Wyeth is now a wholly owned subsidiary of Pfizer,Phase 1
NCT00684944,2007.0,INDUSTRY,lead,TauRx Therapeutics Ltd,Phase 2
NCT00685178,2007.0,OTHER,lead,Johns Hopkins University,Phase 2
NCT00685178,2007.0,NIH,collaborator,National Institute on Drug Abuse (NIDA),Phase 2
NCT00685269,2003.0,INDUSTRY,lead,"Sumitomo Pharma America, Inc.",Phase 2
NCT00685334,2003.0,OTHER,lead,New York State Psychiatric Institute,Phase 4
NCT00685334,2003.0,NIH,collaborator,National Institute of Mental Health (NIMH),Phase 4
NCT00685815,2006.0,INDUSTRY,lead,"American Regent, Inc.",Phase 2
NCT00685815,2006.0,NIH,collaborator,National Institute on Aging (NIA),Phase 2
NCT00685919,2008.0,OTHER,lead,Vanderbilt University,Phase 2/Phase 3
NCT00686127,2003.0,OTHER,lead,"University of California, San Francisco",Phase 4
NCT00686140,2006.0,OTHER,lead,Beijing HuiLongGuan Hospital,Not Applicable
NCT00686140,2006.0,OTHER,collaborator,Stanley Medical Research Institute,Not Applicable
NCT00686699,2006.0,INDUSTRY,lead,Merck Sharp & Dohme LLC,Phase 2
NCT00686920,2007.0,INDUSTRY,lead,"Bausch Health Americas, Inc.",Phase 3
NCT00686998,2008.0,INDUSTRY,lead,AstraZeneca,Phase 2
NCT00687141,2007.0,INDUSTRY,lead,AstraZeneca,Phase 1
NCT00687609,2008.0,INDUSTRY,lead,Eli Lilly and Company,Phase 4
NCT00688207,2008.0,INDUSTRY,lead,GlaxoSmithKline,Phase 1
NCT00688324,2008.0,OTHER,lead,"University of Maryland, Baltimore",Phase 4
NCT00688324,2008.0,OTHER,collaborator,National Alliance for Research on Schizophrenia and Depression,Phase 4
NCT00688324,2008.0,NIH,collaborator,National Institute on Alcohol Abuse and Alcoholism (NIAAA),Phase 4
NCT00688597,2008.0,INDUSTRY,lead,Amicus Therapeutics,Phase 2
NCT00688805,2007.0,NIH,lead,National Institute on Drug Abuse (NIDA),Phase 1
NCT00688818,2008.0,OTHER,lead,Centre for Addiction and Mental Health,Not Applicable
NCT00688935,2005.0,OTHER,lead,Oregon Health and Science University,Not Applicable
NCT00688948,2007.0,OTHER,lead,Nova Scotia Health Authority,Phase 2/Phase 3
NCT00688948,2007.0,INDUSTRY,collaborator,Sanofi,Phase 2/Phase 3
NCT00689052,2008.0,INDUSTRY,lead,Boehringer Ingelheim,Phase 2
NCT00689559,2008.0,INDUSTRY,lead,AstraZeneca,Phase 1
NCT00689572,2008.0,OTHER,lead,University of Virginia,Phase 2
NCT00689572,2008.0,NIH,collaborator,National Institute on Drug Abuse (NIDA),Phase 2
NCT00689585,2008.0,OTHER,lead,McGill University Health Centre/Research Institute of the McGill University Health Centre,Phase 2
NCT00689585,2008.0,OTHER,collaborator,McGill University,Phase 2
NCT00689637,2007.0,INDUSTRY,lead,AstraZeneca,Phase 1
NCT00690118,2008.0,OTHER,lead,University of Ulm,Phase 2
NCT00690235,2007.0,OTHER,lead,University of Texas Southwestern Medical Center,Phase 4
NCT00690235,2007.0,INDUSTRY,collaborator,"Amylin Pharmaceuticals, LLC.",Phase 4
NCT00690274,2008.0,OTHER,lead,University of Texas Southwestern Medical Center,Phase 2
NCT00690274,2008.0,OTHER,collaborator,Bioprojet,Phase 2
NCT00690274,2008.0,OTHER,collaborator,Stanley Medical Research Institute,Phase 2
NCT00690534,2005.0,OTHER,lead,"The University of Texas Medical Branch, Galveston",Phase 1
NCT00690534,2005.0,NIH,collaborator,National Institute on Aging (NIA),Phase 1
NCT00690716,2008.0,INDUSTRY,lead,"Capnia, Inc.",Phase 2
NCT00690898,2008.0,INDUSTRY,lead,Ipsen,Phase 3
NCT00690924,2008.0,OTHER,lead,Roswell Park Cancer Institute,Not Applicable
NCT00690924,2008.0,NIH,collaborator,National Cancer Institute (NCI),Not Applicable
NCT00691132,2009.0,OTHER,lead,University of Minnesota,Phase 2
NCT00691132,2009.0,NIH,collaborator,National Cancer Institute (NCI),Phase 2
NCT00691314,2008.0,OTHER,lead,Peking Union Medical College Hospital,Not Applicable
NCT00691444,2002.0,OTHER,lead,Oregon Health and Science University,Not Applicable
NCT00691444,2002.0,NIH,collaborator,Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD),Not Applicable
NCT00691808,2008.0,INDUSTRY,lead,Lexicon Pharmaceuticals,Phase 2
NCT00692003,2008.0,INDUSTRY,lead,Eisai Limited,Phase 3
NCT00692094,2004.0,OTHER,lead,Oregon Health and Science University,Not Applicable
NCT00692094,2004.0,NIH,collaborator,National Institute on Aging (NIA),Not Applicable
NCT00692185,2005.0,OTHER,lead,New York State Psychiatric Institute,Phase 2
NCT00692185,2005.0,NIH,collaborator,National Institute of Mental Health (NIMH),Phase 2
NCT00692328,2005.0,OTHER,lead,Oregon Health and Science University,Not Applicable
NCT00692328,2005.0,NIH,collaborator,National Center for Complementary and Integrative Health (NCCIH),Not Applicable
NCT00692445,2008.0,INDUSTRY,lead,Targacept Inc.,Phase 2
NCT00692510,2007.0,INDUSTRY,lead,AstraZeneca,Phase 1
NCT00693004,2008.0,INDUSTRY,lead,"Epix Pharmaceuticals, Inc.",Phase 2
NCT00693017,2008.0,INDUSTRY,lead,Eisai Limited,Phase 3
NCT00693121,2003.0,OTHER,lead,Methodist Rehabilitation Center,Phase 4
NCT00693121,2003.0,FED,collaborator,U.S. Department of Education,Phase 4
NCT00693472,2007.0,INDUSTRY,lead,Merck Sharp & Dohme LLC,Phase 2
NCT00694460,2002.0,INDUSTRY,lead,Novartis,Phase 2
NCT00694460,2002.0,INDUSTRY,collaborator,Novartis Vaccines,Phase 2
NCT00694707,2008.0,INDUSTRY,lead,Forest Laboratories,Phase 2
NCT00694707,2008.0,INDUSTRY,collaborator,Gedeon Richter Ltd.,Phase 2
NCT00694720,2008.0,INDUSTRY,lead,Sanofi,Phase 2
NCT00695214,2004.0,OTHER,lead,"University of California, Los Angeles",Phase 2
NCT00695214,2004.0,NIH,collaborator,National Institutes of Health (NIH),Phase 2
